area_size_km,layout,span_km,span_area_ratio,rotation_deg,target_points,inside_hull_fraction,condition_median,condition_p90,condition_p95,all4_visible_300km_fraction,all4_visible_350km_fraction,geometry_good_fraction,mc_p95_0_1us_median_m,mc_p95_0_1us_p90_m,mc_p95_0_25us_median_m,mc_p95_0_25us_p90_m,mc_p95_0_5us_median_m,mc_p95_0_5us_p90_m,mc_p95_1_0us_median_m,mc_p95_1_0us_p90_m,deployment_score_300,deployment_score_350,remote_branch_separation_median_us,remote_branch_separation_p10_us,remote_branch_below_0_5us_fraction
100,triangle_center,100,1.0,60,121,0.3305785123966942,1.9615999220376747,2.625845252679006,3.1020947920745465,1.0,1.0,1.0,77.6535921017717,128.9211168482032,194.13398025442922,322.30279212050806,388.26796050885844,644.6055842410161,776.5359210177169,1289.2111684820322,1.0,1.0,64.3121091896797,51.609901315505546,0.0
100,triangle_center,150,1.5,45,121,0.7355371900826446,1.5764558440949532,1.9033469625535777,1.9788634173236623,1.0,1.0,1.0,63.620166903415665,74.33521271918679,159.05041725853917,185.83803179796698,318.10083451707834,371.67606359593395,636.2016690341567,743.3521271918679,1.0,1.0,78.82845215101625,68.74510538417634,0.0
100,triangle_center,200,2.0,165,121,0.9421487603305785,1.4125992472848425,1.6823434844726437,1.6906885910242944,1.0,1.0,1.0,59.37621664431909,64.94409822496749,148.44054161079777,162.36024556241873,296.88108322159553,324.72049112483745,593.7621664431911,649.4409822496749,1.0,1.0,86.2131813038957,77.61571078250813,0.0
100,triangle_center,250,2.5,30,121,1.0,1.3359284932515374,1.5523531126202808,1.5770860004376008,1.0,1.0,1.0,57.06841034569189,61.0520049154752,142.6710258642297,152.630012288688,285.3420517284594,305.260024577376,570.6841034569188,610.520049154752,1.0,1.0,88.58796791049906,82.27179204375945,0.0
100,triangle_center,300,3.0,165,121,1.0,1.290590026759701,1.478266591149227,1.505456555665897,1.0,1.0,1.0,56.34242355807109,59.164735587588574,140.85605889517774,147.91183896897144,281.7121177903555,295.8236779379429,563.424235580711,591.6473558758858,1.0,1.0,92.0853392205062,85.05812426000304,0.0
100,triangle_center,400,4.0,15,121,1.0,1.254043819677438,1.413157080127652,1.4286369652218196,0.9917355371900827,1.0,1.0,54.93054952066077,57.5892922818964,137.32637380165193,143.973230704741,274.65274760330385,287.946461409482,549.3054952066077,575.892922818964,0.9917355371900827,1.0,94.07377355596662,87.16165869832608,0.0
100,triangle_center,500,5.0,0,121,1.0,1.2311253218134963,1.3679032050586266,1.3897525086473794,0.06611570247933884,0.9669421487603306,1.0,54.548255786566905,56.924548804765685,136.3706394664173,142.31137201191422,272.7412789328346,284.62274402382843,545.4825578656692,569.2454880476569,0.06611570247933884,0.9669421487603306,93.98621244889777,89.56684851384763,0.0
100,irregular,50,0.5,165,121,0.09917355371900827,6.930119122150889,13.232821038427222,16.631733650030867,1.0,1.0,0.39669421487603307,564.4818811034502,1407.6039235834512,1411.2047027586252,3519.0098089586277,2822.4094055172504,7038.019617917255,5644.818811034501,14076.03923583451,0.39669421487603307,0.39669421487603307,20.616931271708967,10.24674888009375,0.0
100,irregular,100,1.0,0,121,0.36363636363636365,2.325541063602669,4.466152143472636,4.864094591659827,1.0,1.0,1.0,93.67803731597519,247.89887747586536,234.19509328993797,619.7471936896634,468.39018657987594,1239.4943873793268,936.7803731597519,2478.9887747586536,1.0,1.0,63.67745253321625,38.02023284780876,0.0
100,irregular,150,1.5,30,121,0.8347107438016529,1.3826850034679472,1.809106514291241,2.001014873498746,1.0,1.0,1.0,58.132114151274735,71.94858561820604,145.33028537818683,179.87146404551515,290.66057075637366,359.7429280910303,581.3211415127473,719.4858561820606,1.0,1.0,95.22619037097016,85.0478998478165,0.0
100,irregular,200,2.0,30,121,1.0,1.2034387394615498,1.4446482404650747,1.4838976473248804,1.0,1.0,1.0,54.4057250692573,60.156112740421044,136.01431267314325,150.39028185105263,272.0286253462865,300.78056370210527,544.057250692573,601.5611274042105,1.0,1.0,100.60277982436234,93.34772674232777,0.0
100,irregular,250,2.5,15,121,1.0,1.1409945118962435,1.3013481505837319,1.3509171630436168,1.0,1.0,1.0,52.96013224910038,56.04360144592517,132.40033062275097,140.10900361481293,264.80066124550194,280.21800722962587,529.6013224910039,560.4360144592517,1.0,1.0,103.93317071069916,98.49154048718675,0.0
100,irregular,300,3.0,105,121,1.0,1.0978949305158283,1.2217490346652475,1.2588167039653522,1.0,1.0,1.0,52.39105237488898,54.177925516868754,130.97763093722244,135.44481379217189,261.9552618744449,270.88962758434377,523.9105237488898,541.7792551686875,1.0,1.0,105.62707795024868,100.60363500019025,0.0
100,irregular,400,4.0,165,121,1.0,1.0602993541831582,1.1541737081242145,1.1730362017733724,1.0,1.0,1.0,51.857221074174014,52.90720430982094,129.64305268543504,132.26801077455235,259.2861053708701,264.5360215491047,518.5722107417402,529.0720430982094,1.0,1.0,105.62824797057111,101.83932870998122,0.0
100,irregular,500,5.0,135,121,1.0,1.0393928671717547,1.102316822229258,1.1127507062182083,0.8677685950413223,1.0,1.0,51.48436499462475,52.40136678763658,128.71091248656188,131.00341696909146,257.42182497312376,262.0068339381829,514.8436499462475,524.0136678763658,0.8677685950413223,1.0,106.6865933111538,104.1446228078878,0.0
100,linear,50,0.5,30,121,0.0,8.350247572149579,33.44820536011459,45.43840843470047,1.0,1.0,0.2644628099173554,767.3951728315394,12906.461425980528,1918.4879320788489,32266.153564951324,3836.9758641576977,64532.30712990265,7673.9517283153955,129064.6142598053,0.0,0.0,0.0,0.0,1.0
100,linear,100,1.0,15,121,0.0,4.702649121965821,10.570065973206153,22.038009583461697,1.0,1.0,0.8181818181818182,224.73560226635178,691.6584468910472,561.8390056658794,1729.1461172276183,1123.6780113317589,3458.2922344552367,2247.3560226635177,6916.584468910473,0.0,0.0,0.0,0.0,1.0
100,linear,150,1.5,15,121,0.0,3.8514740254192006,8.119638536768742,20.907495849738602,1.0,1.0,0.9256198347107438,152.81623033541746,251.3059581315605,382.0405758385437,628.2648953289013,764.0811516770874,1256.5297906578026,1528.1623033541748,2513.059581315605,0.0,0.0,0.0,0.0,1.0
100,linear,200,2.0,75,121,0.0,3.713213565003266,9.610317806623183,13.657260302415347,1.0,1.0,0.9421487603305785,135.39393090020465,279.1668730242648,338.48482725051156,697.9171825606621,676.9696545010231,1395.8343651213243,1353.9393090020462,2791.6687302426485,0.0,0.0,0.0,0.0,1.0
100,linear,250,2.5,30,121,0.0,3.919834906033988,9.346694606542357,26.21553323441806,1.0,1.0,0.9256198347107438,135.10419565112775,264.8409716301452,337.76048912781937,662.102429075363,675.5209782556387,1324.204858150726,1351.0419565112775,2648.409716301452,0.0,0.0,0.0,0.0,1.0
100,linear,300,3.0,90,121,0.0,4.1513771228841465,15.218458822977713,inf,1.0,1.0,0.8925619834710744,134.14552103608324,428.1425561533584,335.36380259020814,1070.3563903833958,670.7276051804163,2140.7127807667916,1341.4552103608326,4281.425561533583,0.0,0.0,0.0,0.0,1.0
100,linear,400,4.0,0,121,0.0,5.687217116663191,20.040862700943865,513.9238473473528,1.0,1.0,0.8264462809917356,166.7525386468048,554.7867642347999,416.881346617012,1386.9669105869996,833.762693234024,2773.933821173999,1667.525386468048,5547.867642347998,0.0,0.0,0.0,0.0,1.0
100,linear,500,5.0,90,121,0.0,7.864268906179301,25.05655551082513,inf,0.8181818181818182,1.0,0.7603305785123967,218.13540217827043,699.7444426738344,545.338505445676,1749.361106684586,1090.677010891352,3498.722213369172,2181.354021782704,6997.444426738344,0.0,0.0,0.0,0.0,1.0
